사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-02,1호선,0150,서울역,"1,249,188","1,200,852","189,394","179,379",2023-03-03 09:44:36
2023-02,1호선,0151,시청,"586,202","598,377","87,441","84,167",2023-03-03 09:44:36
2023-02,1호선,0152,종각,"916,978","900,438","135,260","128,068",2023-03-03 09:44:36
2023-02,1호선,0153,종로3가,"463,092","422,317","296,614","274,619",2023-03-03 09:44:36
2023-02,1호선,0154,종로5가,"440,520","440,031","238,125","229,346",2023-03-03 09:44:36
2023-02,1호선,0155,동대문,"203,174","193,753","113,345","112,857",2023-03-03 09:44:36
2023-02,1호선,0156,신설동,"260,818","254,274","111,587","107,535",2023-03-03 09:44:36
2023-02,1호선,0157,제기동,"220,559","212,160","259,286","277,782",2023-03-03 09:44:36
2023-02,1호선,0158,청량리(서울시립대입구),"307,649","304,860","239,405","236,513",2023-03-03 09:44:36
2023-02,1호선,0159,동묘앞,"122,760","130,605","146,547","149,164",2023-03-03 09:44:36
2023-02,2호선,0201,시청,"603,886","574,949","56,467","50,614",2023-03-03 09:44:36
2023-02,2호선,0202,을지로입구,"1,117,701","1,144,180","95,387","89,220",2023-03-03 09:44:36
2023-02,2호선,0203,을지로3가,"559,224","557,192","71,963","70,472",2023-03-03 09:44:36
2023-02,2호선,0204,을지로4가,"287,713","295,232","75,682","75,353",2023-03-03 09:44:36
2023-02,2호선,0205,동대문역사문화공원(DDP),"299,618","340,535","52,014","55,858",2023-03-03 09:44:36
2023-02,2호선,0206,신당,"302,983","319,533","89,277","90,495",2023-03-03 09:44:36
2023-02,2호선,0207,상왕십리,"319,814","305,573","62,485","63,334",2023-03-03 09:44:36
2023-02,2호선,0208,왕십리(성동구청),"384,354","341,797","49,527","43,188",2023-03-03 09:44:36
2023-02,2호선,0209,한양대,"181,740","200,094","12,737","13,282",2023-03-03 09:44:36
2023-02,2호선,0210,뚝섬,"558,853","593,553","54,836","55,287",2023-03-03 09:44:36
2023-02,2호선,0211,성수,"982,582","1,079,958","98,470","99,812",2023-03-03 09:44:36
2023-02,2호선,0212,건대입구,"947,004","1,009,896","86,577","90,060",2023-03-03 09:44:36
2023-02,2호선,0213,구의(광진구청),"551,482","535,706","99,951","100,902",2023-03-03 09:44:36
2023-02,2호선,0214,강변(동서울터미널),"788,824","744,138","110,687","106,819",2023-03-03 09:44:36
2023-02,2호선,0215,잠실나루,"307,657","296,019","80,508","80,074",2023-03-03 09:44:36
2023-02,2호선,0216,잠실(송파구청),"2,014,270","1,985,212","191,556","183,734",2023-03-03 09:44:36
2023-02,2호선,0217,잠실새내,"511,176","509,049","103,873","104,357",2023-03-03 09:44:36
2023-02,2호선,0218,종합운동장,"172,371","191,499","39,974","41,807",2023-03-03 09:44:36
2023-02,2호선,0219,삼성(무역센터),"1,364,566","1,377,939","109,406","101,497",2023-03-03 09:44:36
2023-02,2호선,0220,선릉,"1,258,668","1,108,299","205,720","180,182",2023-03-03 09:44:36
2023-02,2호선,0221,역삼,"1,207,249","1,382,107","136,689","139,243",2023-03-03 09:44:36
2023-02,2호선,0222,강남,"2,115,103","2,067,847","151,412","133,228",2023-03-03 09:44:36
2023-02,2호선,0223,교대(법원.검찰청),"728,153","829,756","147,941","169,227",2023-03-03 09:44:36
2023-02,2호선,0224,서초,"519,507","491,298","81,948","81,590",2023-03-03 09:44:36
2023-02,2호선,0225,방배,"353,215","368,477","72,276","71,928",2023-03-03 09:44:36
2023-02,2호선,0226,사당,"904,657","1,028,914","202,208","193,251",2023-03-03 09:44:36
2023-02,2호선,0227,낙성대(강감찬),"649,451","618,110","101,001","102,000",2023-03-03 09:44:36
2023-02,2호선,0228,서울대입구(관악구청),"1,110,055","1,063,821","169,957","158,538",2023-03-03 09:44:36
2023-02,2호선,0229,봉천,"514,951","471,548","138,377","139,771",2023-03-03 09:44:36
2023-02,2호선,0230,신림,"1,372,341","1,323,380","187,032","185,405",2023-03-03 09:44:36
2023-02,2호선,0231,신대방,"575,832","549,999","117,499","119,526",2023-03-03 09:44:36
2023-02,2호선,0232,구로디지털단지,"1,398,543","1,388,292","174,566","176,493",2023-03-03 09:44:36
2023-02,2호선,0233,대림(구로구청),"545,454","554,641","120,642","125,032",2023-03-03 09:44:36
2023-02,2호선,0234,신도림,"1,185,168","1,177,208","201,432","190,952",2023-03-03 09:44:36
2023-02,2호선,0235,문래,"506,102","524,805","82,280","82,241",2023-03-03 09:44:36
2023-02,2호선,0236,영등포구청,"488,789","504,914","93,274","93,079",2023-03-03 09:44:36
2023-02,2호선,0237,당산,"438,379","511,479","56,121","61,753",2023-03-03 09:44:36
2023-02,2호선,0238,합정,"864,608","954,001","64,906","65,314",2023-03-03 09:44:36
2023-02,2호선,0239,홍대입구,"1,826,125","1,942,785","90,954","87,709",2023-03-03 09:44:36
2023-02,2호선,0240,신촌,"900,881","917,241","116,589","114,574",2023-03-03 09:44:36
2023-02,2호선,0241,이대,"342,778","367,763","46,283","48,708",2023-03-03 09:44:36
2023-02,2호선,0242,아현,"222,919","206,635","60,491","59,431",2023-03-03 09:44:36
2023-02,2호선,0243,충정로(경기대입구),"221,835","237,615","45,526","45,686",2023-03-03 09:44:36
2023-02,2호선,0244,용답,"58,999","57,517","16,061","16,007",2023-03-03 09:44:36
2023-02,2호선,0245,신답,"36,167","40,172","9,414","9,856",2023-03-03 09:44:36
2023-02,2호선,0246,신설동,"73,324","71,862","30,829","32,416",2023-03-03 09:44:36
2023-02,2호선,0247,도림천,"26,879","28,424","7,226","8,263",2023-03-03 09:44:36
2023-02,2호선,0248,양천구청,"140,320","146,733","47,482","48,211",2023-03-03 09:44:36
2023-02,2호선,0249,신정네거리,"212,858","219,402","67,403","69,335",2023-03-03 09:44:36
2023-02,2호선,0250,용두(동대문구청),"43,091","41,988","21,768","22,455",2023-03-03 09:44:36
2023-02,3호선,0309,지축,"136,902","133,301","28,965","27,980",2023-03-03 09:44:36
2023-02,3호선,0310,구파발,"457,952","444,805","112,725","108,958",2023-03-03 09:44:36
2023-02,3호선,0311,연신내,"716,205","683,480","233,362","225,337",2023-03-03 09:44:36
2023-02,3호선,0312,불광,"312,067","335,112","130,313","144,190",2023-03-03 09:44:36
2023-02,3호선,0313,녹번,"341,573","302,381","73,205","72,332",2023-03-03 09:44:36
2023-02,3호선,0314,홍제,"343,554","323,039","132,246","130,752",2023-03-03 09:44:36
2023-02,3호선,0315,무악재,"86,471","81,023","29,629","31,679",2023-03-03 09:44:36
2023-02,3호선,0316,독립문,"136,959","140,557","63,603","63,920",2023-03-03 09:44:36
2023-02,3호선,0317,경복궁(정부서울청사),"529,365","536,762","82,861","81,268",2023-03-03 09:44:36
2023-02,3호선,0318,안국,"593,719","619,244","93,180","97,624",2023-03-03 09:44:36
2023-02,3호선,0319,종로3가,"211,445","260,063","55,351","62,321",2023-03-03 09:44:36
2023-02,3호선,0320,을지로3가,"248,106","259,978","47,950","45,799",2023-03-03 09:44:36
2023-02,3호선,0321,충무로,46,0,2,0,2023-03-03 09:44:36
2023-02,3호선,0322,동대입구,"198,860","215,661","34,523","38,390",2023-03-03 09:44:36
2023-02,3호선,0323,약수,"272,540","265,870","77,328","72,851",2023-03-03 09:44:36
2023-02,3호선,0324,금호,"166,630","150,522","50,388","49,349",2023-03-03 09:44:36
2023-02,3호선,0325,옥수,"186,213","192,698","55,866","56,137",2023-03-03 09:44:36
2023-02,3호선,0326,압구정,"754,825","825,634","128,518","126,714",2023-03-03 09:44:36
2023-02,3호선,0327,신사,"755,201","784,035","66,988","65,193",2023-03-03 09:44:36
2023-02,3호선,0328,잠원,"102,676","99,058","27,904","26,713",2023-03-03 09:44:36
2023-02,3호선,0329,고속터미널,"1,180,211","1,140,283","185,185","176,348",2023-03-03 09:44:36
2023-02,3호선,0330,교대(법원.검찰청),"322,294","209,571","71,153","42,476",2023-03-03 09:44:36
2023-02,3호선,0331,남부터미널(예술의전당),"732,741","741,279","115,665","116,637",2023-03-03 09:44:36
2023-02,3호선,0332,양재(서초구청),"844,419","935,289","141,603","142,169",2023-03-03 09:44:36
2023-02,3호선,0333,매봉,"262,097","252,302","60,496","56,294",2023-03-03 09:44:36
2023-02,3호선,0334,도곡,"114,285","116,952","25,117","23,365",2023-03-03 09:44:36
2023-02,3호선,0335,대치,"271,902","266,294","64,048","61,700",2023-03-03 09:44:36
2023-02,3호선,0336,학여울,"50,462","52,648","18,430","18,473",2023-03-03 09:44:36
2023-02,3호선,0337,대청,"213,041","200,676","56,605","55,143",2023-03-03 09:44:36
2023-02,3호선,0338,일원,"217,410","207,027","62,702","62,672",2023-03-03 09:44:36
2023-02,3호선,0339,수서,"394,836","404,028","105,149","103,785",2023-03-03 09:44:36
2023-02,3호선,0340,가락시장,"175,248","171,399","71,432","69,498",2023-03-03 09:44:36
2023-02,3호선,0341,경찰병원,"156,405","154,749","40,930","41,938",2023-03-03 09:44:36
2023-02,3호선,0342,오금,"139,363","125,559","28,641","27,267",2023-03-03 09:44:36
2023-02,4호선,0409,당고개,"179,740","155,028","69,742","68,515",2023-03-03 09:44:36
2023-02,4호선,0410,상계,"397,209","364,234","112,979","110,932",2023-03-03 09:44:36
2023-02,4호선,0411,노원,"434,304","505,481","86,148","85,475",2023-03-03 09:44:36
2023-02,4호선,0412,창동,"493,508","523,439","190,658","195,561",2023-03-03 09:44:36
2023-02,4호선,0413,쌍문,"621,547","567,008","158,631","157,028",2023-03-03 09:44:36
2023-02,4호선,0414,수유(강북구청),"741,731","748,939","180,911","180,714",2023-03-03 09:44:36
2023-02,4호선,0415,미아(서울사이버대학),"292,707","277,662","106,035","108,356",2023-03-03 09:44:36
2023-02,4호선,0416,미아사거리,"561,645","549,225","171,349","171,574",2023-03-03 09:44:36
2023-02,4호선,0417,길음,"446,102","432,307","112,106","112,606",2023-03-03 09:44:36
2023-02,4호선,0418,성신여대입구(돈암),"463,029","449,232","80,363","77,919",2023-03-03 09:44:36
2023-02,4호선,0419,한성대입구(삼선교),"281,936","273,638","67,489","66,832",2023-03-03 09:44:36
2023-02,4호선,0420,혜화,"881,661","886,589","124,631","122,957",2023-03-03 09:44:36
2023-02,4호선,0421,동대문,"378,887","398,274","141,046","136,473",2023-03-03 09:44:36
2023-02,4호선,0422,동대문역사문화공원(DDP),"404,323","354,470","57,157","51,022",2023-03-03 09:44:36
2023-02,4호선,0423,충무로,"584,730","611,205","108,522","109,487",2023-03-03 09:44:36
2023-02,4호선,0424,명동,"649,984","695,586","65,600","67,782",2023-03-03 09:44:36
2023-02,4호선,0425,회현(남대문시장),"501,111","528,293","181,999","181,508",2023-03-03 09:44:36
2023-02,4호선,0426,서울역,"280,733","524,818","35,989","47,089",2023-03-03 09:44:36
2023-02,4호선,0427,숙대입구(갈월),"316,813","308,786","51,548","48,251",2023-03-03 09:44:36
2023-02,4호선,0428,삼각지,"140,561","165,260","23,686","25,331",2023-03-03 09:44:36
2023-02,4호선,0429,신용산,"453,394","478,139","50,617","50,749",2023-03-03 09:44:36
2023-02,4호선,0430,이촌(국립중앙박물관),"233,105","254,746","47,600","50,128",2023-03-03 09:44:36
2023-02,4호선,0431,동작(현충원),"23,110","26,671","12,470","13,125",2023-03-03 09:44:36
2023-02,4호선,0432,총신대입구(이수),"373,047","412,018","141,786","147,446",2023-03-03 09:44:36
2023-02,4호선,0433,사당,"646,905","552,712","96,481","99,444",2023-03-03 09:44:36
2023-02,4호선,0434,남태령,"28,490","22,206","7,740","7,184",2023-03-03 09:44:36
2023-02,경부선,1001,서울역,"256,846","75,524","13,548","2,968",2023-03-03 09:44:36
2023-02,경부선,1002,남영,"220,547","226,238","35,150","36,285",2023-03-03 09:44:36
2023-02,경부선,1003,용산,"1,052,173","1,060,575","121,213","119,669",2023-03-03 09:44:36
2023-02,경부선,1004,노량진,"197,611","203,666","39,811","37,667",2023-03-03 09:44:36
2023-02,경부선,1005,대방,"228,892","253,358","54,325","55,691",2023-03-03 09:44:36
2023-02,경부선,1006,영등포,"930,103","958,524","247,352","247,283",2023-03-03 09:44:36
2023-02,경부선,1007,신도림,"80,673","82,609","22,563","26,481",2023-03-03 09:44:36
2023-02,경부선,1032,신길,"197,450","165,383","42,529","39,489",2023-03-03 09:44:36
2023-02,경부선,1701,구로,"389,583","403,725","92,608","89,685",2023-03-03 09:44:36
2023-02,경부선,1702,가산디지털단지,"409,081","481,877","34,003","38,499",2023-03-03 09:44:36
2023-02,경부선,1703,금천구청,"234,078","233,158","76,633","77,547",2023-03-03 09:44:36
2023-02,경부선,1704,석수,"199,272","181,546","46,197","44,270",2023-03-03 09:44:36
2023-02,경부선,1705,관악,"153,795","144,116","51,292","49,209",2023-03-03 09:44:36
2023-02,경부선,1706,안양,"480,701","476,387","113,634","117,104",2023-03-03 09:44:36
2023-02,경부선,1707,명학,"189,598","185,096","39,828","38,956",2023-03-03 09:44:36
2023-02,경부선,1708,금정,"629,410","640,415","115,460","116,337",2023-03-03 09:44:36
2023-02,경부선,1709,군포,"160,351","154,964","34,508","34,032",2023-03-03 09:44:36
2023-02,경부선,1710,의왕,"198,800","195,382","39,849","39,731",2023-03-03 09:44:36
2023-02,경부선,1711,성균관대,"339,497","337,575","51,711","52,667",2023-03-03 09:44:36
2023-02,경부선,1712,화서,"181,998","174,186","41,994","40,917",2023-03-03 09:44:36
2023-02,경부선,1713,수원,"905,157","966,440","135,968","139,927",2023-03-03 09:44:36
2023-02,경부선,1714,독산,"402,225","411,372","62,315","63,629",2023-03-03 09:44:36
2023-02,경부선,1715,세류,"72,490","66,588","15,439","14,915",2023-03-03 09:44:36
2023-02,경부선,1716,병점,"335,989","333,288","63,850","63,435",2023-03-03 09:44:36
2023-02,경부선,1717,세마,"65,920","62,201","14,326","13,578",2023-03-03 09:44:36
2023-02,경부선,1718,오산대,"79,927","74,365","14,823","14,035",2023-03-03 09:44:36
2023-02,경부선,1719,오산,"234,872","234,604","45,843","46,441",2023-03-03 09:44:36
2023-02,경부선,1720,진위,"38,725","33,036","9,376","8,833",2023-03-03 09:44:36
2023-02,경부선,1721,송탄,"109,104","107,495","20,035","19,488",2023-03-03 09:44:36
2023-02,경부선,1722,서정리,"198,794","180,753","31,923","30,916",2023-03-03 09:44:36
2023-02,경부선,1723,평택지제,"112,068","108,354","12,263","11,772",2023-03-03 09:44:36
2023-02,경부선,1724,평택,"299,965","298,352","61,910","60,392",2023-03-03 09:44:36
2023-02,경부선,1725,성환,"79,321","78,333","18,758","18,564",2023-03-03 09:44:36
2023-02,경부선,1726,직산,"20,546","20,084","4,717","4,549",2023-03-03 09:44:36
2023-02,경부선,1727,두정,"148,484","152,283","22,857","23,202",2023-03-03 09:44:36
2023-02,경부선,1728,천안,"123,081","126,872","49,123","49,250",2023-03-03 09:44:36
2023-02,경부선,1729,당정,"132,331","125,732","29,136","28,010",2023-03-03 09:44:36
2023-02,경부선,1749,서동탄,"31,274","28,428","7,007","6,602",2023-03-03 09:44:36
2023-02,경부선,1750,광명,"96,288","80,187","9,763","9,155",2023-03-03 09:44:36
2023-02,경인선,1801,개봉,"443,689","427,293","146,777","151,871",2023-03-03 09:44:36
2023-02,경인선,1802,오류동,"230,398","208,572","84,296","82,947",2023-03-03 09:44:36
2023-02,경인선,1803,역곡,"569,134","558,812","142,860","146,446",2023-03-03 09:44:36
2023-02,경인선,1804,부천,"685,711","688,801","195,764","197,703",2023-03-03 09:44:36
2023-02,경인선,1805,송내,"596,149","585,996","113,459","112,339",2023-03-03 09:44:36
2023-02,경인선,1806,부평,"687,666","740,684","134,033","136,878",2023-03-03 09:44:36
2023-02,경인선,1807,백운,"126,062","121,703","53,132","53,852",2023-03-03 09:44:36
2023-02,경인선,1808,동암,"338,453","335,312","96,834","97,805",2023-03-03 09:44:36
2023-02,경인선,1809,주안,"424,624","382,900","82,933","74,387",2023-03-03 09:44:36
2023-02,경인선,1810,제물포,"210,797","198,056","58,891","58,866",2023-03-03 09:44:36
2023-02,경인선,1811,동인천,"276,110","261,955","109,744","106,103",2023-03-03 09:44:36
2023-02,경인선,1812,인천,"75,422","55,985","31,363","28,395",2023-03-03 09:44:36
2023-02,경인선,1813,구일,"124,908","122,178","40,157","39,501",2023-03-03 09:44:36
2023-02,경인선,1814,소사,"163,824","158,926","59,898","59,419",2023-03-03 09:44:36
2023-02,경인선,1815,부개,"170,357","155,131","61,939","60,797",2023-03-03 09:44:36
2023-02,경인선,1816,간석,"114,117","106,482","41,586","39,622",2023-03-03 09:44:36
2023-02,경인선,1817,도원,"46,715","45,856","27,759","28,983",2023-03-03 09:44:36
2023-02,경인선,1821,온수(성공회대입구),"125,531","117,836","45,854","44,482",2023-03-03 09:44:36
2023-02,경인선,1822,중동,"182,229","166,244","66,493","65,033",2023-03-03 09:44:36
2023-02,경인선,1823,도화,"72,711","64,610","36,154","34,708",2023-03-03 09:44:36
2023-02,경원선,1008,이촌(국립중앙박물관),"79,423","60,380","27,678","23,648",2023-03-03 09:44:36
2023-02,경원선,1009,서빙고,"42,231","41,034","16,027","15,406",2023-03-03 09:44:36
2023-02,경원선,1010,한남,"80,922","77,700","27,898","25,824",2023-03-03 09:44:36
2023-02,경원선,1011,옥수,"1,298",992,119,80,2023-03-03 09:44:36
2023-02,경원선,1012,응봉,"35,445","29,329","15,489","13,944",2023-03-03 09:44:36
2023-02,경원선,1013,왕십리(성동구청),"364,386","390,926","63,018","66,455",2023-03-03 09:44:36
2023-02,경원선,1014,청량리(서울시립대입구),"340,640","342,740","133,384","138,532",2023-03-03 09:44:36
2023-02,경원선,1016,외대앞,"173,118","167,852","40,271","42,159",2023-03-03 09:44:36
2023-02,경원선,1017,신이문,"162,268","146,400","62,978","61,374",2023-03-03 09:44:36
2023-02,경원선,1018,석계,"157,895","179,222","56,588","60,990",2023-03-03 09:44:36
2023-02,경원선,1019,광운대,"150,808","143,806","48,964","48,304",2023-03-03 09:44:36
2023-02,경원선,1020,월계,"114,332","106,785","56,459","54,251",2023-03-03 09:44:36
2023-02,경원선,1021,녹천,"87,348","71,778","33,215","30,464",2023-03-03 09:44:36
2023-02,경원선,1022,창동,9,0,0,0,2023-03-03 09:44:36
2023-02,경원선,1901,방학,"168,006","160,752","99,359","98,073",2023-03-03 09:44:36
2023-02,경원선,1902,도봉,"93,356","87,037","64,673","64,360",2023-03-03 09:44:36
2023-02,경원선,1903,도봉산,"119,530","63,705","104,142","80,839",2023-03-03 09:44:36
2023-02,경원선,1904,망월사,"136,795","138,115","66,225","67,954",2023-03-03 09:44:36
2023-02,경원선,1905,회룡,"207,809","204,105","135,559","134,759",2023-03-03 09:44:36
2023-02,경원선,1906,의정부,"415,938","432,880","106,653","108,752",2023-03-03 09:44:36
2023-02,경원선,1907,가능,"121,268","114,841","52,590","52,096",2023-03-03 09:44:36
2023-02,경원선,1908,녹양,"88,334","82,541","35,866","34,113",2023-03-03 09:44:36
2023-02,경원선,1909,양주,"148,459","138,441","49,727","47,590",2023-03-03 09:44:36
2023-02,경원선,1910,덕계,"75,376","66,116","22,994","21,961",2023-03-03 09:44:36
2023-02,경원선,1911,덕정,"113,637","106,592","32,183","32,349",2023-03-03 09:44:36
2023-02,경원선,1912,지행,"134,527","132,640","41,526","41,174",2023-03-03 09:44:36
2023-02,경원선,1913,동두천중앙,"48,955","47,573","31,686","31,400",2023-03-03 09:44:36
2023-02,경원선,1914,보산,"30,796","28,574","12,098","11,437",2023-03-03 09:44:36
2023-02,경원선,1915,동두천,"34,381","37,570","20,813","23,451",2023-03-03 09:44:36
2023-02,경원선,1916,소요산,"29,466","23,236","46,961","43,019",2023-03-03 09:44:36
2023-02,안산선,1751,산본,"344,264","375,808","95,799","96,704",2023-03-03 09:44:36
2023-02,안산선,1752,대야미,"106,059","92,896","28,551","26,568",2023-03-03 09:44:36
2023-02,안산선,1753,반월,"86,677","82,019","28,416","28,318",2023-03-03 09:44:36
2023-02,안산선,1754,상록수,"346,240","352,746","65,812","67,448",2023-03-03 09:44:36
2023-02,안산선,1755,한대앞,"197,937","198,324","39,518","40,602",2023-03-03 09:44:36
2023-02,안산선,1756,중앙,"446,301","472,855","59,944","58,234",2023-03-03 09:44:36
2023-02,안산선,1757,고잔,"207,691","197,004","34,391","33,303",2023-03-03 09:44:36
2023-02,안산선,1758,초지,"113,750","113,018","16,382","16,252",2023-03-03 09:44:36
2023-02,안산선,1759,안산,"292,400","268,325","35,184","32,854",2023-03-03 09:44:36
2023-02,안산선,1760,신길온천,"41,793","38,121","9,005","8,952",2023-03-03 09:44:36
2023-02,안산선,1761,정왕,"192,239","197,907","26,994","28,028",2023-03-03 09:44:36
2023-02,안산선,1762,오이도,"194,007","190,564","31,915","31,694",2023-03-03 09:44:36
2023-02,안산선,1763,수리산,"77,700","61,335","28,197","26,839",2023-03-03 09:44:36
2023-02,과천선,1450,선바위,"181,507","155,651","32,117","31,604",2023-03-03 09:44:36
2023-02,과천선,1451,경마공원,"95,686","97,644","66,770","66,934",2023-03-03 09:44:36
2023-02,과천선,1452,대공원,"65,698","68,126","34,789","36,604",2023-03-03 09:44:36
2023-02,과천선,1453,과천,"134,560","125,231","42,308","40,361",2023-03-03 09:44:36
2023-02,과천선,1454,정부과천청사,"233,949","240,988","49,343","49,064",2023-03-03 09:44:36
2023-02,과천선,1455,인덕원,"558,485","568,827","111,432","113,819",2023-03-03 09:44:36
2023-02,과천선,1456,평촌,"398,710","388,224","64,003","63,653",2023-03-03 09:44:36
2023-02,과천선,1457,범계,"624,757","625,237","105,754","104,196",2023-03-03 09:44:36
2023-02,분당선,1023,선릉,"296,372","459,962","42,473","56,777",2023-03-03 09:44:36
2023-02,분당선,1024,한티,"371,707","383,226","66,881","68,315",2023-03-03 09:44:36
2023-02,분당선,1025,도곡,"145,673","141,198","46,181","43,766",2023-03-03 09:44:36
2023-02,분당선,1026,구룡,"40,077","37,213","15,976","15,820",2023-03-03 09:44:36
2023-02,분당선,1027,개포동,"84,602","87,263","28,273","28,743",2023-03-03 09:44:36
2023-02,분당선,1028,대모산입구,"101,105","91,521","30,997","30,636",2023-03-03 09:44:36
2023-02,분당선,1030,수서,"330,590","342,943","64,413","66,670",2023-03-03 09:44:36
2023-02,분당선,1031,복정,19,0,3,0,2023-03-03 09:44:36
2023-02,분당선,1846,수원,"198,788","169,529","30,376","26,958",2023-03-03 09:44:36
2023-02,분당선,1847,서울숲,"294,930","303,376","27,167","26,089",2023-03-03 09:44:36
2023-02,분당선,1848,압구정로데오,"517,386","581,938","45,132","43,426",2023-03-03 09:44:36
2023-02,분당선,1849,강남구청,"218,453","252,761","37,161","39,739",2023-03-03 09:44:36
2023-02,분당선,1850,선정릉,"170,970","180,758","30,341","29,812",2023-03-03 09:44:36
2023-02,분당선,1851,가천대,"162,278","177,943","26,271","27,372",2023-03-03 09:44:36
2023-02,분당선,1852,태평,"280,620","260,156","87,263","92,214",2023-03-03 09:44:36
2023-02,분당선,1853,모란,"402,904","401,783","161,190","174,687",2023-03-03 09:44:36
2023-02,분당선,1854,야탑,"554,798","585,658","150,790","151,562",2023-03-03 09:44:36
2023-02,분당선,1855,서현,"570,881","581,244","119,952","115,812",2023-03-03 09:44:36
2023-02,분당선,1856,수내,"313,776","308,709","74,665","72,513",2023-03-03 09:44:36
2023-02,분당선,1857,정자,"438,282","460,233","69,041","70,017",2023-03-03 09:44:36
2023-02,분당선,1858,미금,"309,985","329,269","99,816","106,416",2023-03-03 09:44:36
2023-02,분당선,1859,오리,"239,185","193,727","69,451","60,474",2023-03-03 09:44:36
2023-02,분당선,1860,이매,"116,692","114,115","38,955","38,750",2023-03-03 09:44:36
2023-02,분당선,1861,보정,"49,325","44,133","19,955","18,877",2023-03-03 09:44:36
2023-02,분당선,1862,죽전,"290,229","322,614","66,453","70,965",2023-03-03 09:44:36
2023-02,분당선,1863,구성,"101,278","107,128","35,086","35,753",2023-03-03 09:44:36
2023-02,분당선,1864,신갈,"98,200","95,974","28,342","28,573",2023-03-03 09:44:36
2023-02,분당선,1865,기흥,"232,319","214,084","40,280","39,602",2023-03-03 09:44:36
2023-02,분당선,1866,상갈,"118,507","113,296","30,276","29,347",2023-03-03 09:44:36
2023-02,분당선,1867,청명,"96,646","92,090","19,056","19,001",2023-03-03 09:44:36
2023-02,분당선,1868,영통,"208,037","207,558","30,383","30,071",2023-03-03 09:44:36
2023-02,분당선,1869,망포,"366,654","351,768","37,805","36,941",2023-03-03 09:44:36
