사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-23,중앙선,1206,도농,768,2,"7,240","1,243","20,174","4,488","55,738","6,709","39,978","11,006","25,329","7,246","18,484","7,230","16,693","7,109","14,565","8,575","13,370","10,071","11,639","11,248","11,111","14,874","13,482","18,226","13,825","25,299","13,956","38,579","6,813","36,693","5,158","20,374","4,054","16,465","2,950","14,843",979,"11,623",24,"2,290",0,0,0,0,0,0
Feb-23,중앙선,1207,양정,89,0,254,108,682,747,"1,413","1,358","1,174","1,710",886,964,681,763,743,697,751,601,808,555,"1,143",580,"1,037",631,"1,395",776,"1,937",854,"2,057","1,056",536,773,351,388,316,373,98,383,61,272,8,107,0,0,0,0,0,0
Feb-23,중앙선,1208,덕소,"1,313",2,"2,512",804,"8,581","1,680","21,495","2,969","17,508","6,731","12,027","4,837","10,360","4,438","9,392","4,607","8,465","5,948","8,355","7,005","7,193","6,439","7,286","9,083","7,420","10,229","7,905","13,333","6,733","18,083","3,894","16,562","3,015","8,594","2,452","9,485","2,017","7,975",875,"6,598",15,"1,657",0,0,0,0,0,0
Feb-23,중앙선,1209,도심,2,1,"1,255",366,"4,759",960,"11,415","1,247","7,186","3,981","5,233","1,787","3,802","1,349","3,146","1,380","3,399","1,724","2,878","1,868","2,589","1,459","2,271","3,241","2,926","2,155","3,062","4,944","3,239","4,777","1,332","5,544",922,"2,954",829,"2,812",594,"3,188",186,"1,801",0,0,0,0,0,0,0,0
Feb-23,중앙선,1210,팔당,0,0,137,43,509,431,"1,197","1,337","1,109","2,483",972,"3,180","1,016","2,758",976,"2,445","1,181","2,427","1,389","1,723","1,793","1,562","2,291","1,712","2,540","1,490","3,061","1,560","2,599","1,674","1,944",907,"1,458",554,"1,295",473,832,480,131,213,0,0,0,0,0,0,0,0
Feb-23,중앙선,1211,운길산,1,0,152,40,508,288,"1,049",328,"1,099",873,"1,078","1,851",950,"2,499","1,027","1,732","1,210","2,051","1,321","1,222","1,908","1,426","2,779","1,084","2,505",969,"2,112",939,"1,140","1,094",441,"1,008",322,491,239,576,129,495,27,322,0,1,0,0,0,0,0,0
Feb-23,중앙선,1212,양수,2,0,772,110,"1,583",689,"4,832","1,293","3,621","2,468","4,824","3,086","2,886","3,056","3,444","2,753","3,535","3,083","3,747","3,413","3,519","3,373","4,404","2,954","4,165","3,638","4,008","3,798","2,997","3,830","1,377","4,082","1,111","2,981",659,"2,461",418,"2,091",130,"1,627",0,16,0,0,0,0,0,0
Feb-23,중앙선,1213,신원,0,0,135,1,129,58,270,430,229,333,447,553,294,482,333,431,377,279,363,244,375,233,562,279,557,252,394,321,686,309,91,208,64,173,24,162,22,135,9,93,0,18,0,0,0,0,0,0
Feb-23,중앙선,1214,국수,0,0,550,47,980,207,"1,702",358,"1,705",688,"2,074",983,"1,584","1,022","1,243","1,051","1,442","1,076","1,395","1,138","1,194","1,027","1,427","1,582","1,320","1,538","1,033","1,591",728,"1,571",349,"1,441",253,"1,325",168,"1,224",114,767,31,524,2,104,0,0,0,0,0,0
Feb-23,중앙선,1215,아신,1,0,468,30,761,121,"1,479",336,"1,275",583,"1,269",685,"1,380",743,"1,062",863,"1,006",888,933,689,781,783,"1,003","1,046","1,150","1,149",931,"1,511",656,"1,156",391,"1,028",252,904,149,916,137,593,13,569,3,109,0,0,0,0,0,0
Feb-23,중앙선,1216,오빈,1,0,206,25,292,188,735,217,877,544,771,343,837,446,596,377,491,382,569,404,525,360,460,513,536,650,531,866,455,841,180,500,121,400,80,526,60,336,6,285,1,63,0,0,0,0,0,0
Feb-23,중앙선,1217,양평,40,3,"1,330",61,"3,104","1,475","5,765","2,430","5,230","6,950","5,014","4,682","6,313","4,927","5,159","6,348","5,915","7,318","6,485","4,620","7,182","5,936","6,756","6,047","8,087","4,871","6,729","6,864","6,119","6,945","2,833","4,207","2,327","5,231","1,934","3,289","1,542","2,627",262,"3,091",88,786,0,0,0,0,0,0
Feb-23,중앙선,1218,원덕,60,0,250,3,557,34,682,246,"1,004",308,973,335,"1,031",626,731,706,685,654,715,380,722,587,663,730,784,722,559,"1,128",294,798,191,652,89,455,57,544,14,259,2,234,1,42,0,0,0,0,0,0
Feb-23,중앙선,1219,용문,287,1,572,3,"1,693",470,"2,866","1,374","3,844","2,446","3,089","1,924","3,734","2,233","3,316","6,317","4,022","6,382","5,424","3,752","6,321","4,705","6,143","2,660","4,827","4,467","3,108","4,356","2,476","3,273","1,334","2,637",583,"3,038",642,"1,664",277,"1,497",1,"1,332",1,671,0,0,0,0,0,0
Feb-23,중앙선,1220,지평,0,0,0,0,4,0,236,86,149,68,3,0,503,398,1,0,1,0,55,113,388,343,3,3,1,1,112,173,40,77,110,203,0,0,22,134,2,26,0,0,0,0,0,0,0,0,0,0
Feb-23,장항선,1401,봉명,7,0,"1,167",455,"1,308",624,"1,749","2,824","2,160","3,353","1,919","3,437","2,789","2,296","2,657","1,518","2,276","1,599","2,049","2,056","2,257","1,902","2,323","1,720","2,630","1,394","3,132","2,301","1,733","2,205",966,"1,423",729,"1,077",665,943,453,924,602,773,7,120,0,0,0,0,0,0
Feb-23,장항선,1402,쌍용(나사렛대),25,1,"2,300",305,"3,887",577,"5,071","1,377","6,494","3,567","3,247","2,695","3,915","2,458","3,306","2,194","3,478","2,428","3,784","2,758","2,845","2,602","2,749","3,347","3,576","3,701","3,565","5,760","3,364","5,998","2,138","4,534","1,619","3,311","1,172","2,662","1,196","2,587",631,"2,249",17,461,0,0,0,0,0,0
Feb-23,장항선,1403,아산,30,0,981,794,"2,232","3,391","4,729","5,384","6,140","7,881","3,804","5,947","4,721","6,513","4,837","4,857","5,225","6,149","5,782","6,151","6,532","4,631","7,907","5,496","7,339","5,026","7,567","7,793","11,304","7,906","8,723","5,290","4,830","4,184","6,068","2,757","5,270","2,196","2,980","1,395",48,369,0,0,0,0,0,0
Feb-23,장항선,1404,탕정,35,0,675,70,"1,460",690,"2,903","1,425","2,874","2,323","1,959","1,094","2,085","1,049","1,890","1,189","1,883","1,285","2,060","1,631","2,186","1,230","2,292","1,343","2,307","2,369","2,719","2,710","2,336","3,271","1,440","2,502",901,"2,165",792,"1,692",756,"1,431",392,"1,306",13,175,0,0,0,0,0,0
Feb-23,장항선,1405,배방,38,0,"1,197",143,"1,742",630,"2,772","1,180","2,497","2,077","2,174","1,429","2,138","1,081","1,806","1,632","1,954","1,529","2,040","1,830","2,088","1,366","1,829","1,608","1,806","2,584","2,201","3,286","2,486","3,373","1,478","2,761","1,082","1,825",946,"1,767",882,"1,282",520,"1,144",34,187,0,0,0,0,0,0
Feb-23,장항선,1407,온양온천,533,3,"1,732",419,"3,618","2,162","7,426","4,270","8,316","7,413","8,095","7,600","8,417","9,030","8,886","14,094","9,505","10,753","12,241","9,735","12,495","6,480","11,072","7,300","9,522","8,185","6,721","9,946","9,307","8,483","3,678","7,500","2,629","4,924","2,285","5,268","1,444","3,443",913,"2,820",11,626,0,0,0,0,0,0
Feb-23,장항선,1408,신창(순천향대),197,2,458,122,909,368,"1,911","1,599","1,662","3,535","1,824","1,804","2,224","3,026","1,783","2,342","2,012","2,123","2,585","2,310","3,015","1,812","2,798","1,733","3,562","2,228","3,569","1,507","3,262","2,932","1,342","1,656","1,107","1,523",846,"1,733",448,"1,579",356,"1,152",1,478,0,0,0,0,0,0
Feb-23,경의선,1252,신촌,0,0,136,6,277,929,544,"3,772",522,"4,800",632,"3,772",621,"1,978",678,"1,422",943,"1,187",866,"2,145","1,046","1,209","1,204","1,013","1,809",976,"3,594","1,400","3,399","1,549","2,109","1,135",986,650,"1,007",362,991,205,415,358,4,55,0,0,0,0,0,0
Feb-23,경의선,1261,효창공원앞,2,0,570,195,"1,635","2,037","4,317","5,560","7,239","16,469","4,917","8,978","3,379","3,543","2,850","3,117","3,497","3,437","3,675","3,414","3,540","3,390","3,845","3,577","4,230","4,036","7,133","4,867","13,380","7,483","5,213","5,850","3,486","3,661","2,778","3,856","2,348","3,216","1,107","2,571",40,286,0,0,0,0,0,0
Feb-23,경의선,1263,서강대,5,0,463,90,"1,286","1,238","2,862","2,341","3,519","7,486","2,810","5,385","2,403","2,852","2,439","2,818","2,926","3,110","3,024","3,339","3,136","3,006","3,385","3,079","4,013","3,408","5,790","3,585","5,704","4,557","3,522","3,075","3,064","2,054","3,136","2,117","2,868","1,616","1,114","1,103",5,77,0,0,0,0,0,0
Feb-23,경의선,1265,가좌,4,0,"2,727",179,"6,515","1,760","20,842","3,916","25,202","9,865","11,090","6,835","9,002","5,359","9,365","5,665","8,905","6,737","7,402","8,725","7,480","7,647","8,350","8,024","9,293","11,008","8,243","12,667","8,804","19,053","5,199","16,062","3,658","8,611","3,032","6,534","2,418","6,531",992,"4,910",13,552,0,0,0,0,0,0
Feb-23,경의선,1267,수색,2,0,831,480,"1,730","5,526","2,945","5,360","3,990","17,676","3,088","8,529","2,358","3,691","2,505","2,210","2,796","2,350","2,578","3,029","2,768","2,200","3,520","2,699","5,753","3,005","9,211","3,973","12,511","3,338","5,838","2,922","2,945","2,046","2,219","1,370","1,575","1,552",609,"1,198",6,194,0,0,0,0,0,0
Feb-23,경의선,1268,화전,0,0,510,298,"1,418",942,"3,581","1,673","4,174","4,338","2,583","2,932","1,780","2,664","1,917","2,038","2,473","1,921","3,117","2,222","2,911","2,002","2,669","2,051","3,193","2,168","4,284","2,504","3,633","3,260","1,854","2,875","1,121","1,691","1,012","1,602",693,"1,593",348,883,11,362,0,0,0,0,0,0
Feb-23,경의선,1269,강매,0,0,"1,769",158,"5,746",818,"17,221","1,014","17,233","3,166","8,191","1,407","5,613","1,354","4,574","1,547","4,257","1,705","3,600","2,230","3,102","2,729","2,864","3,519","3,040","4,871","2,875","6,424","3,655","10,847","1,284","11,266",845,"6,624",725,"5,861",442,"5,319",228,"3,240",5,"1,341",0,0,0,0,0,0
Feb-23,경의선,1270,행신,0,0,"3,501","1,439","11,896","4,469","37,372","5,794","30,734","9,966","14,515","7,217","11,080","5,483","11,709","6,992","11,034","7,546","9,303","9,136","8,057","8,176","7,751","9,301","10,467","13,689","14,846","17,984","10,099","36,118","6,846","28,341","7,806","14,145","5,422","13,078","5,673","11,254","2,371","6,909",106,"2,754",0,0,0,0,0,0
Feb-23,경의선,1271,능곡,0,0,"2,724",329,"7,053","1,431","15,841","2,064","14,965","4,622","8,733","2,918","6,293","2,988","5,980","3,295","5,505","3,755","5,222","4,095","4,911","4,164","4,589","4,840","4,944","6,505","5,438","7,683","5,073","11,940","2,541","10,946","1,897","6,005","1,636","6,368","1,052","5,798",500,"3,428",27,"2,568",0,0,0,0,0,0
Feb-23,경의선,1272,곡산,0,0,225,87,980,436,"1,660","1,126","1,216","2,490",874,"1,029",863,656,750,644,694,763,659,726,867,640,"1,047",667,"1,078",733,"1,628","1,019","1,899","1,504",489,"1,234",304,767,300,666,208,483,81,420,3,22,0,0,0,0,0,0
Feb-23,경의선,1273,백마,2,0,"4,137",766,"13,393","2,541","32,528","5,195","23,010","10,006","12,859","5,849","10,624","4,285","10,557","4,138","9,362","6,179","8,897","7,016","7,948","6,607","8,864","7,918","9,163","9,252","9,714","12,248","10,536","25,377","4,490","22,804","3,127","12,785","3,059","12,341","2,725","10,533",762,"9,496",51,484,0,0,0,0,0,0
Feb-23,경의선,1274,풍산,6,0,"3,714",314,"9,285","1,746","21,652","3,914","18,075","7,406","11,941","5,194","8,634","4,598","8,645","6,159","8,363","6,157","7,922","6,953","7,765","6,101","8,425","7,297","8,426","9,364","9,119","11,695","8,544","19,068","4,979","15,295","3,886","11,274","3,982","9,729","2,513","7,721",896,"6,946",99,602,0,0,0,0,0,0
Feb-23,경의선,1275,일산,31,0,"6,825",671,"20,890","2,304","44,651","5,467","30,409","10,442","18,796","6,992","13,789","6,394","13,979","8,181","13,501","8,788","12,901","10,932","11,598","11,518","11,805","12,429","12,160","15,188","11,842","20,444","12,230","33,182","6,018","34,081","4,535","16,210","3,812","17,632","3,450","14,452","1,106","9,632",95,"3,033",0,0,0,0,0,0
Feb-23,경의선,1276,탄현,41,0,"5,345",561,"18,970","2,911","34,635","4,913","26,560","8,323","14,637","6,015","11,781","4,066","11,308","5,320","11,016","5,940","10,344","6,201","8,981","8,544","9,683","9,162","10,048","11,295","9,806","17,754","11,020","27,786","5,727","30,429","4,343","14,596","3,878","14,744","2,959","10,998","1,198","8,261",165,"2,550",0,0,0,0,0,0
Feb-23,경의선,1277,야당,32,0,"4,245",339,"15,122","2,516","28,353","4,302","24,952","7,967","14,499","7,202","11,975","5,365","10,957","7,624","11,742","8,325","10,478","9,439","10,100","10,772","10,413","12,609","11,060","14,899","11,280","23,138","10,988","33,786","8,115","30,715","8,531","15,873","9,866","14,417","9,418","10,624","4,809","8,891","1,016","2,387",0,1,0,1,0,0
Feb-23,경의선,1278,운정,27,1,"3,949",330,"16,681","4,530","26,783","5,753","23,393","10,744","13,707","5,480","11,108","4,294","10,040","4,986","9,991","5,379","8,963","5,508","7,706","6,655","7,948","8,663","9,664","10,959","11,378","14,142","10,909","22,322","4,801","21,319","3,534","11,424","2,798","10,849","1,977","8,800",587,"6,841",75,"1,611",0,0,0,0,0,0
Feb-23,경의선,1279,금릉,33,1,"2,422",343,"9,866","2,039","17,646","4,735","12,816","11,185","8,656","5,131","7,820","4,024","8,872","4,076","7,736","5,256","7,344","5,410","6,628","6,831","6,835","6,877","7,880","7,854","9,790","10,887","10,786","14,463","5,052","14,922","3,971","8,124","3,241","7,835","2,631","7,394",588,"5,505",70,"1,651",0,0,0,0,0,0
Feb-23,경의선,1280,금촌,69,2,"3,291",265,"8,417","3,600","16,885","7,890","15,338","13,858","11,360","7,229","9,817","6,520","10,500","6,392","10,887","9,257","10,810","8,967","10,154","9,321","10,222","9,383","10,813","10,726","12,289","14,388","16,753","16,877","7,827","14,471","5,511","9,815","4,298","9,438","2,920","7,660",847,"5,870",98,"1,742",0,0,0,0,0,0
Feb-23,경의선,1282,월롱,50,0,458,22,675,"5,660","1,617","9,853","1,980","8,779","2,062","2,295","1,857","1,619","1,980","1,250","2,896","1,863","2,612","1,721","2,447","1,492","3,882","1,801","5,765","2,106","11,903","2,500","13,536","2,547","4,660","2,254","3,449","2,551","2,320","2,930",766,"2,600",107,"2,079",7,617,0,0,0,0,0,0
Feb-23,경의선,1283,파주,60,0,552,0,"1,223",387,"2,517","1,919","2,704","2,753","2,008",620,"1,875","1,035","1,635",854,"1,715","1,152","1,579","1,026","1,415",906,"1,462","1,131","1,576","1,269","2,816","1,485","3,493","1,564",997,"1,713",512,"1,316",524,"1,053",218,894,35,729,5,298,0,0,0,0,0,0
Feb-23,경의선,1284,문산,847,1,"2,831",8,"6,909","2,293","13,684","5,447","13,507","11,774","10,141","4,707","8,356","5,462","8,732","6,445","9,026","6,807","8,766","7,609","8,593","6,657","8,350","9,086","8,399","8,687","10,227","10,866","11,519","12,662","4,922","13,243","3,701","8,751","2,434","6,723","1,962","7,125",106,"4,730",0,"2,281",0,0,0,0,0,0
Feb-23,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,4,111,29,243,2,1,61,3,3,2,4,2,77,75,84,12,386,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-23,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,6,5,52,53,2,1,7,2,0,0,1,1,0,8,20,3,49,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-23,경의선,1291,서울역,0,0,533,6,936,"7,462","2,539","23,313","2,781","38,076","2,086","19,364","1,686","7,201","1,898","5,797","2,673","4,380","3,396","6,837","3,938","3,163","6,000","3,009","8,601","3,428","16,280","4,834","31,541","5,364","11,249","3,147","6,269","1,901","6,778","1,908","1,080",211,"2,326",870,1,126,0,0,0,0,0,0
Feb-23,경의선,1292,공덕,7,0,574,100,"1,769","1,592","3,717","6,865","5,077","19,090","4,231","8,081","4,226","3,500","4,924","3,757","4,598","3,443","4,867","3,306","4,978","3,609","5,018","3,506","6,235","4,512","10,498","5,708","16,365","7,297","7,484","4,858","6,557","2,929","7,549","3,320","6,353","2,481","2,997","1,625",185,239,0,0,0,0,0,0
Feb-23,경의선,1293,홍대입구,7,1,324,110,639,634,"1,324","1,589","1,561","6,169","1,255","4,834","1,130","3,891","1,437","4,729","1,911","5,394","2,145","5,426","2,791","5,249","3,299","5,106","4,336","5,616","5,914","5,121","6,913","6,857","5,165","4,303","4,991","2,321","5,028","2,198","4,933","1,736","2,479","1,102",46,142,0,0,0,0,0,0
Feb-23,경의선,1294,디지털미디어시티,9,1,939,318,"3,096","1,400","10,299","1,690","10,792","3,615","5,509","2,828","4,278","2,081","3,659","1,968","3,999","2,392","3,579","2,942","3,548","2,707","3,735","3,165","4,281","4,208","5,135","6,185","4,887","9,954","2,805","7,906","1,958","4,901","1,665","3,794","1,499","4,056",703,"2,840",39,370,0,0,0,0,0,0
Feb-23,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-23,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-23,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-23,경춘선,1311,신내,5,0,914,602,"2,411","2,978","7,031","3,621","6,361","7,283","3,366","2,428","2,605","1,725","2,558","1,733","2,861","1,841","2,501","2,378","2,431","1,836","2,589","3,031","4,058","2,650","4,461","3,911","6,225","4,942","2,350","4,259","1,243","2,212","1,161","2,101","1,020","2,005",471,"1,300",70,664,0,0,0,0,0,0
Feb-23,경춘선,1312,갈매,13,2,"1,583",646,"3,744","1,961","15,986","3,326","8,879","3,620","6,316","2,440","4,106","2,235","3,286","1,970","3,977","2,227","3,107","3,022","3,451","2,291","3,422","4,009","4,438","4,082","3,915","5,845","4,464","10,040","2,200","7,768","1,810","4,239","2,082","3,773","1,413","2,779",728,"1,803",17,618,0,0,0,0,0,0
Feb-23,경춘선,1313,별내,22,0,"1,110","1,190","3,092","2,498","12,099","3,350","9,130","6,150","5,852","4,058","4,163","2,817","3,662","2,776","4,391","3,031","3,767","3,545","3,902","3,043","4,387","4,373","5,488","5,119","6,095","6,519","6,424","9,511","2,851","7,930","2,250","4,431","2,267","2,871","1,819","3,306",870,"1,537",31,474,0,0,0,0,0,0
Feb-23,경춘선,1314,퇴계원,4,0,"2,551",434,"4,558","1,536","17,238","3,321","11,602","4,757","8,127","2,681","5,726","2,691","5,004","2,666","5,750","3,242","5,177","3,270","3,901","3,532","3,826","4,052","3,817","5,836","4,408","8,880","5,625","10,754","2,633","10,214","1,716","5,980","1,343","3,946",926,"5,330",496,"2,249",60,712,0,0,0,0,0,0
Feb-23,경춘선,1315,사릉,9,0,"1,814",495,"3,156","1,058","9,101","4,515","6,645","4,137","4,861","2,186","3,420","1,866","3,262","2,031","3,258","2,262","3,005","1,937","2,269","2,552","2,882","2,410","2,888","3,205","3,623","4,688","4,872","6,067","1,732","7,734","1,057","3,579",874,"2,615",597,"2,502",191,"1,810",8,427,0,0,0,0,0,0
Feb-23,경춘선,1316,금곡,10,0,"1,222",249,"2,045",770,"3,933","1,671","4,056","4,138","2,985","1,694","2,425","1,538","2,679","1,321","2,125","2,001","2,429","1,563","1,976","2,240","2,276","2,101","2,196","2,140","2,667","2,903","3,276","3,832","1,111","3,631",776,"1,420",593,"1,738",412,"1,509",178,"1,142",13,275,0,0,0,0,0,0
Feb-23,경춘선,1317,평내호평,519,10,"5,222",793,"11,912","1,351","24,323","3,851","17,838","8,757","10,752","5,828","9,997","5,078","8,805","5,690","8,892","7,227","8,367","7,066","7,243","8,594","7,924","8,163","7,894","9,320","8,143","15,383","8,238","18,739","4,843","22,632","4,208","9,003","3,817","8,129","3,414","7,288","1,595","5,254",69,"2,111",0,0,0,0,0,0
Feb-23,경춘선,1318,천마산,26,1,985,158,"2,717",513,"6,507","1,380","5,239","1,828","4,414","1,437","3,588","1,223","2,644","1,582","2,807","1,802","2,362","1,959","2,262","2,214","1,799","2,838","2,094","2,640","1,765","3,726","1,994","4,883",822,"4,082",588,"2,856",524,"2,215",324,"1,776",117,"1,088",5,288,0,0,0,0,0,0
Feb-23,경춘선,1319,마석,15,0,"1,211",422,"6,746","2,106","11,576","5,297","9,178","6,315","8,094","4,824","7,263","3,508","6,184","4,796","7,024","4,281","6,049","5,710","5,821","5,224","5,895","6,173","6,221","5,666","5,939","7,667","6,313","8,834","3,239","11,892","2,425","5,853","1,920","4,792","1,459","4,221",572,"1,916",32,867,0,0,0,0,0,0
Feb-23,경춘선,1320,대성리,1,0,413,35,680,245,928,637,998,860,"1,189",479,"1,657",814,"3,230",849,"1,677",974,"1,004","1,978",948,"3,026","1,151","1,736","1,232","1,391","1,374","1,060",923,875,432,690,231,532,247,339,142,263,48,218,2,2,0,0,0,0,0,0
Feb-23,경춘선,1321,청평,2,0,787,154,"1,758",520,"3,031","1,098","4,068","2,738","3,398","2,068","3,805","2,792","5,583","1,894","3,842","3,183","3,144","3,018","3,048","3,736","3,087","3,891","2,916","3,485","3,429","4,282","2,475","3,731","1,327","2,782","1,207","2,397",601,"1,629",397,"1,352",131,"1,117",2,283,0,0,0,0,0,0
Feb-23,경춘선,1322,상천,0,0,88,7,225,120,459,164,556,458,522,544,466,666,639,529,594,519,573,353,708,482,736,595,639,391,513,450,368,337,144,376,68,207,68,232,24,135,3,117,0,33,0,0,0,0,0,0
Feb-23,경춘선,1323,가평,2,0,573,98,"1,233",701,"2,428","1,757","3,705","4,223","2,729","2,430","3,999","2,447","7,030","3,901","3,809","3,587","3,153","5,015","3,248","5,011","3,461","4,440","3,900","2,910","4,323","3,524","3,643","2,915","1,605","2,922","1,289","2,113","1,011","1,332",499,"1,344",232,971,10,280,0,0,0,0,0,0
Feb-23,경춘선,1324,굴봉산,0,0,42,1,23,15,91,79,233,283,213,461,283,800,600,599,245,387,338,281,283,362,343,249,306,243,285,221,216,192,145,137,217,91,61,60,43,56,16,61,0,16,0,0,0,0,0,0
Feb-23,경춘선,1325,백양리,0,0,35,21,41,56,49,787,137,"1,026",138,658,383,"1,219","1,503","1,093",690,715,562,538,648,790,851,509,"1,038",496,"1,701",392,"1,195",441,266,189,544,197,730,118,512,131,431,133,65,17,0,0,0,0,0,0
Feb-23,경춘선,1326,강촌,2,0,129,7,105,45,272,240,486,764,596,853,730,"1,309","1,160","1,401",856,713,827,789,996,896,"1,373",681,"1,311",720,"1,113",598,712,646,348,419,277,413,149,290,95,346,21,233,13,30,0,0,0,0,0,0
Feb-23,경춘선,1327,김유정,2,0,84,18,127,59,397,403,484,547,437,770,419,"1,106",458,"1,358",724,"1,166",932,"1,151","1,236","1,021","1,419",745,"1,422",504,"1,381",578,768,490,268,343,213,263,107,179,40,134,22,74,1,39,0,0,0,0,0,0
Feb-23,경춘선,1328,남춘천,486,2,"1,115",22,"3,187",658,"4,312","1,757","5,482","2,787","5,303","3,441","5,325","3,074","4,767","6,942","5,030","7,805","5,649","4,640","6,913","3,811","6,463","5,442","5,545","4,437","4,928","5,366","3,582","5,895","3,118","8,537","2,697","3,849","2,273","2,976","1,432","4,161",570,"1,828",12,"1,782",0,0,0,0,0,0
Feb-23,경춘선,1329,춘천,220,0,424,6,"1,221",212,"1,523",665,"2,441","1,550","2,500","1,990","2,273","2,036","2,207","3,910","2,200","3,030","2,872","3,561","3,577","2,128","4,303","2,991","4,078","2,140","3,230","2,155","2,517","2,025","1,632","2,907","1,132","1,130",787,"1,000",327,918,74,941,3,595,0,0,0,0,0,0
Feb-23,수인선,1873,고색,523,0,"2,434",278,"7,023","2,423","14,719","13,520","11,527","19,479","6,445","3,653","4,449","2,398","4,423","2,975","5,075","3,108","4,352","3,228","4,026","3,654","4,092","4,200","5,071","5,746","13,526","7,593","19,737","10,290","6,360","10,900","5,323","6,828","3,164","5,209","1,871","4,752",764,"3,408",10,"1,904",0,0,0,0,0,0
Feb-23,수인선,1874,오목천,8,1,755,315,"5,127","1,618","10,127","3,703","10,591","5,732","6,763","3,024","5,364","2,546","5,265","2,775","5,445","3,080","4,721","3,824","3,894","3,544","4,462","4,415","5,059","6,398","5,684","5,541","7,406","11,785","3,909","7,708","2,264","4,228","1,652","3,906","1,197","5,073",464,"2,918",5,260,0,0,0,0,0,0
Feb-23,수인선,1875,어천,0,0,140,57,667,"1,191","1,681","1,975","2,293","1,957","1,846","1,169","1,831","1,027","1,683","1,102","1,788","1,142","1,631","1,290","1,272","1,338","1,660","1,409","2,015","2,047","2,356","1,873","3,313","2,814","1,221","1,858",737,"1,057",491,"1,121",347,935,124,511,4,82,0,0,0,0,0,0
Feb-23,수인선,1876,야목,0,0,174,103,431,411,"1,005",810,938,673,615,274,518,334,501,322,462,286,543,301,489,359,506,359,677,496,810,510,737,763,373,498,166,277,131,376,113,281,41,229,1,47,0,0,0,0,0,0
Feb-23,수인선,1877,사리,0,0,"3,965",353,"9,704","1,502","20,545","2,324","17,717","4,187","10,357","2,511","7,876","2,581","7,100","2,549","7,432","3,200","7,312","3,885","5,668","3,821","5,311","5,617","5,592","7,941","5,918","9,084","6,360","19,341","3,823","12,959","2,227","8,763","1,812","8,970","1,644","7,110",626,"5,086",24,823,0,0,0,0,0,0
Feb-23,수인선,1878,달월,0,0,23,18,37,172,115,200,133,276,90,65,67,111,132,71,65,109,63,133,122,63,126,72,369,101,402,62,612,99,64,41,60,42,34,29,19,50,22,34,0,3,0,0,0,0,0,0
Feb-23,수인선,1879,월곶,6,0,"1,276",358,"4,771","1,250","8,856","1,536","7,817","2,757","5,010","2,738","3,917","2,660","3,824","3,612","3,949","3,799","3,758","3,142","3,585","3,275","3,842","3,902","4,228","4,577","4,333","6,031","4,742","9,261","2,646","5,622","1,985","3,933","1,838","3,773","1,354","3,064",559,"1,848",3,228,0,0,0,0,0,0
Feb-23,수인선,1880,소래포구,1,0,"2,313",475,"6,200","3,109","14,470","2,994","11,715","5,955","6,552","4,584","5,505","5,176","6,191","9,530","7,200","11,938","8,610","9,277","10,342","8,663","12,214","7,728","12,005","8,427","9,559","9,458","7,592","13,546","4,897","9,090","4,249","5,662","3,879","5,660","2,539","4,880","1,264","3,216",22,597,0,0,0,0,0,0
