사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Feb-23,3호선,311,연신내,203,12,"22,798","1,445","44,298","9,389","112,456","14,538","133,522","30,437","79,384","30,957","53,434","31,656","51,213","33,418","55,487","37,584","51,806","40,010","47,425","43,113","48,312","51,836","49,828","61,558","47,393","76,227","43,962","126,466","30,426","108,914","24,426","62,217","22,792","56,042","19,365","48,671","9,489","33,254","1,548","11,065",0,8,0,0,0,0
Feb-23,3호선,312,불광,33,1,"8,214",978,"17,960","4,026","46,945","9,150","57,239","27,375","33,932","25,763","24,361","22,546","22,650","21,902","24,587","23,532","24,568","26,310","24,741","26,865","26,165","29,562","27,237","31,994","26,835","37,515","28,050","56,836","15,454","46,298","12,242","27,101","10,628","24,030","7,153","20,547","2,980","12,816",406,"4,155",0,0,0,0,0,0
Feb-23,3호선,313,녹번,72,3,"9,122",784,"22,587","3,181","65,529","6,634","71,034","16,239","41,293","9,774","26,544","9,121","22,092","9,445","22,081","11,597","20,088","12,753","16,930","14,889","15,720","18,411","16,607","24,953","17,121","32,536","19,398","57,881","9,643","50,301","7,110","29,097","5,627","26,002","4,335","23,300","1,647","14,067",197,"3,742",0,1,1,2,0,0
Feb-23,3호선,314,홍제,88,3,"8,651","1,211","20,903","5,336","58,412","9,023","65,428","21,105","41,216","16,376","30,003","15,753","28,518","15,665","30,198","18,083","26,773","19,879","24,107","22,512","23,807","28,186","25,713","31,195","25,141","39,495","24,333","59,892","13,467","50,546","10,784","29,510","8,983","27,583","6,356","23,337","2,542","15,213",377,"3,888",0,0,0,0,0,0
Feb-23,3호선,315,무악재,26,0,"1,670",122,"5,226","1,140","14,806","2,477","18,006","5,058","11,404","3,166","7,900","3,483","6,663","3,405","6,599","3,994","6,130","4,334","5,522","5,011","5,039","6,372","5,399","7,588","6,117","9,964","6,677","15,439","3,050","13,034","2,228","8,238","1,856","7,698","1,200","6,540",498,"4,449",84,"1,190",0,0,0,0,0,0
Feb-23,3호선,316,독립문,163,0,"4,360",643,"5,069","4,470","12,848","11,637","16,987","17,609","13,235","14,772","11,898","15,508","12,206","11,399","14,517","10,983","13,763","12,682","13,961","11,345","14,443","11,799","14,899","11,506","16,194","12,653","15,045","15,481","7,058","12,856","5,314","8,193","4,342","7,507","3,106","6,739","1,032","4,257",122,"1,852",0,586,0,0,0,0
Feb-23,3호선,317,경복궁(정부서울청사),44,1,"2,241","1,469","5,079","11,965","12,138","34,452","18,244","114,077","17,491","62,921","16,244","45,819","20,243","47,565","24,993","44,395","32,749","43,222","39,184","37,613","46,985","30,795","56,618","27,310","74,570","28,154","102,215","31,260","42,413","19,744","34,265","11,054","33,999","10,253","22,910","9,472","8,658","5,051",942,"1,400",0,37,1,1,0,0
Feb-23,3호선,318,안국,13,0,"1,383","1,393","2,423","18,073","5,144","72,728","8,880","105,405","9,919","71,046","12,416","56,741","18,564","64,864","26,911","57,320","32,528","55,132","43,148","50,369","57,362","41,011","73,215","34,320","111,420","29,691","118,716","26,372","53,566","12,511","43,749","6,582","38,398","5,250","21,438","4,592","7,049","2,717",657,751,0,0,0,0,0,0
Feb-23,3호선,319,종로3가,24,3,670,836,"1,005","5,191","1,451","14,239","2,379","43,427","3,478","40,304","5,657","31,394","8,405","26,278","10,076","25,184","11,264","22,585","13,888","21,187","17,618","18,795","20,819","16,935","31,422","16,608","52,197","16,999","28,984","9,290","17,124","4,702","18,911","3,532","14,516","2,537","6,346","1,723",562,619,0,16,0,0,0,0
Feb-23,3호선,320,을지로3가,17,0,514,937,888,"8,563","1,954","32,930","3,661","79,087","5,746","31,296","7,281","15,756","9,524","13,718","9,762","13,049","11,197","13,810","13,854","12,086","15,772","12,016","19,514","13,095","40,943","15,659","67,410","18,802","26,694","10,630","18,526","4,997","19,154","3,938","14,797","2,900","7,865","1,893",981,611,2,4,0,0,0,0
Feb-23,3호선,321,충무로,0,0,0,0,0,0,2,0,1,0,1,0,2,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,4,0,6,0,8,0,4,0,1,0,4,0,5,0,0,0,0,0,0,0
Feb-23,3호선,322,동대입구,20,1,"1,520",934,"2,369","7,395","4,809","14,299","7,550","42,682","6,353","27,615","5,846","18,959","7,809","16,601","8,801","15,281","10,088","15,646","14,431","14,883","13,516","13,787","20,231","11,178","25,389","13,653","43,949","15,898","17,846","8,717","14,432","5,190","14,162","4,754","11,001","3,635","2,898","2,174",362,725,1,44,0,0,0,0
Feb-23,3호선,323,약수,132,1,"6,060",876,"9,030","5,649","21,822","10,888","36,278","30,855","26,409","19,765","18,591","14,525","17,086","14,555","18,926","14,942","19,380","15,384","18,203","16,955","18,784","18,537","20,319","21,663","24,222","26,733","31,652","41,360","17,694","26,814","13,925","17,278","14,394","15,339","11,261","14,810","4,961","8,325",739,"3,085",0,382,0,0,0,0
Feb-23,3호선,324,금호,26,4,"4,044",407,"8,838","2,111","23,479","3,609","34,877","7,839","22,216","6,027","14,166","5,813","12,370","6,570","12,499","7,110","11,566","9,006","9,696","9,741","9,571","12,026","10,599","14,355","10,918","19,872","10,971","28,377","7,146","20,319","5,233","14,331","3,936","12,284","3,209","11,987","1,443","6,274",215,"1,808",0,1,0,0,0,0
Feb-23,3호선,325,옥수,172,4,"2,557",857,"7,778","3,979","19,930","6,827","28,015","12,840","20,507","10,108","14,180","8,152","13,730","9,968","13,757","10,433","14,059","11,956","13,393","12,807","13,653","15,163","14,832","17,190","16,552","22,958","16,194","31,440","10,234","22,929","8,017","15,226","7,344","13,751","4,841","13,670","1,980","6,743",353,"1,834",0,0,1,0,0,0
Feb-23,3호선,326,압구정,103,4,"2,509","2,080","7,047","20,638","13,638","42,877","22,217","144,020","18,749","149,274","24,596","80,188","31,421","65,074","37,913","53,084","41,655","57,068","51,224","50,429","62,434","48,041","69,507","46,989","93,422","54,843","137,290","58,082","93,033","32,302","71,285","16,016","54,027","12,480","37,178","10,580","12,202","5,908","1,891","2,157",2,214,0,0,0,0
Feb-23,3호선,327,신사,55,3,"3,534","1,669","5,680","16,554","10,018","41,578","16,186","96,241","13,788","130,304","17,551","69,539","24,104","49,208","28,725","48,121","33,748","51,816","42,101","47,775","50,375","44,155","60,080","46,346","86,291","54,173","125,292","66,814","89,792","35,759","63,031","16,504","66,312","12,596","56,355","10,047","25,637","6,946","3,534","3,080",0,0,0,0,0,0
Feb-23,3호선,328,잠원,0,0,"1,058",971,"3,901","6,776","9,884","5,408","15,033","8,077","10,011","6,456","7,161","5,002","7,451","4,926","7,691","5,274","7,176","6,665","6,841","6,227","7,377","6,865","11,316","7,360","11,471","9,829","9,193","12,732","5,191","9,382","3,557","5,945","3,423","6,163","2,062","7,206",673,"3,520",110,986,0,1,0,0,0,0
Feb-23,3호선,329,고속터미널,136,4,"4,488","3,479","6,074","29,533","23,272","42,457","41,491","71,009","51,508","87,365","54,914","89,080","68,542","98,828","80,770","93,339","86,411","92,803","95,404","97,440","107,169","101,909","119,276","99,913","134,900","106,588","128,230","114,030","108,768","71,904","117,705","44,841","73,929","33,823","44,933","24,432","15,715","11,814","1,761","2,038",0,2,0,0,0,0
Feb-23,3호선,330,교대(법원.검찰청),61,1,"1,456",723,"3,449","6,069","7,666","17,180","12,198","46,173","10,171","35,808","10,909","16,016","13,732","12,188","15,970","11,615","20,078","11,796","23,570","10,636","25,024","9,584","27,662","10,410","44,404","15,519","64,427","20,552","29,273","10,919","25,174","5,509","26,457","4,396","22,234","4,082","8,315","2,157","1,217",713,0,1,0,0,0,0
Feb-23,3호선,331,남부터미널(예술의전당),14,0,"2,323","1,267","8,152","21,900","25,563","56,799","41,258","147,768","34,377","82,230","34,666","49,223","38,508","39,857","39,800","41,639","43,254","49,609","44,021","46,963","47,554","45,848","60,315","45,996","102,960","53,385","133,199","65,982","62,054","40,994","43,034","24,524","39,334","18,539","37,901","14,398","9,296","8,582",823,"2,413",0,0,0,0,0,0
Feb-23,3호선,332,양재(서초구청),73,7,"4,368","2,524","11,798","39,625","29,559","97,206","41,717","225,529","30,377","115,670","28,017","56,237","31,390","47,311","36,138","42,213","42,064","46,351","46,251","40,506","54,589","39,858","66,361","42,508","117,905","61,000","188,840","72,326","84,510","50,255","61,810","30,779","56,911","27,330","38,549","23,924","13,361","12,815","1,434","3,481",0,3,0,0,0,0
Feb-23,3호선,333,매봉,3,0,"1,415",589,"5,866","7,878","14,873","21,121","19,599","69,904","13,687","32,879","12,231","14,594","12,391","13,433","12,792","12,444","13,532","12,711","16,111","11,655","17,565","11,847","20,325","12,936","36,971","17,599","60,729","22,388","20,935","15,721","14,896","9,215","15,657","8,129","9,587","7,923","3,060","4,314",368,"1,277",0,39,0,0,0,0
Feb-23,3호선,334,도곡,54,0,731,383,"2,793","4,848","7,739","10,906","10,026","18,433","6,532","14,775","5,789","7,757","6,316","7,755","6,663","6,570","7,094","7,214","7,549","6,279","9,430","6,214","11,001","6,285","16,172","8,105","17,078","9,565","8,419","7,878","6,014","4,489","4,993","4,243","3,909","4,349",956,"2,535",144,"1,544",0,190,0,0,0,0
Feb-23,3호선,335,대치,8,0,"2,321",611,"11,300","7,486","21,653","16,572","23,890","28,402","15,625","22,203","13,331","16,174","14,032","14,673","16,335","18,408","18,072","21,897","16,367","18,704","18,410","18,661","21,154","20,927","32,420","28,021","29,062","28,569","17,284","22,594","12,559","12,584","16,875","12,340","31,793","10,809","3,108","6,397",351,"1,960",0,2,0,0,0,0
Feb-23,3호선,336,학여울,4,0,451,204,"1,582","1,417","3,417","3,177","4,624","8,595","3,046","5,768","2,464","5,440","3,303","4,627","4,267","4,829","4,844","5,538","4,955","5,105","6,092","4,459","7,030","3,376","8,006","3,655","7,697","4,111","2,665","3,380","1,662","2,181","1,542","2,012",954,"1,719",241,"1,158",46,370,0,0,0,0,0,0
Feb-23,3호선,337,대청,53,1,"3,101",997,"9,378","5,800","24,073","12,916","32,883","25,834","18,607","12,202","15,119","8,344","13,912","7,971","14,103","9,856","14,384","10,538","13,185","11,361","14,886","13,209","16,565","14,162","22,230","19,181","25,254","26,893","11,134","22,973","7,977","14,627","6,408","13,576","4,581","14,859","1,591","7,889",222,"2,630",0,0,0,0,0,0
Feb-23,3호선,338,일원,5,1,"1,896","1,505","7,610","9,335","19,811","27,466","22,872","22,318","16,799","18,706","17,606","15,741","17,767","12,359","18,151","14,587","15,503","15,495","17,561","15,391","20,600","13,580","25,369","13,012","35,309","14,657","18,263","19,671","9,690","16,676","6,061","10,697","4,214","10,647","3,426","11,280","1,465","4,991",134,"1,567",0,17,0,0,0,0
Feb-23,3호선,339,수서,175,1,"4,350","2,156","10,581","16,234","30,407","29,117","42,880","52,184","29,430","32,690","30,331","23,294","25,704","18,979","31,317","23,995","28,872","22,509","22,275","22,981","31,898","27,337","35,397","31,202","42,028","37,420","50,773","50,012","22,647","38,115","22,415","25,700","15,633","22,404","15,316","20,354","6,873","7,961",681,"2,960",2,208,0,0,0,0
Feb-23,3호선,340,가락시장,42,8,"2,580",403,"6,502","5,244","17,735","10,958","20,370","27,915","14,922","14,512","13,313","10,026","12,986","10,756","13,182","11,626","13,293","11,985","13,239","12,224","14,491","13,683","15,779","15,179","20,740","18,308","29,241","23,997","11,973","17,106","9,433","10,982","8,253","9,595","5,779","9,253","2,470","5,222",352,"1,864",5,51,0,0,0,0
Feb-23,3호선,341,경찰병원,20,0,"2,581",272,"6,799","2,879","20,537","7,981","25,186","27,587","14,688","14,038","10,907","8,109","9,880","6,748","9,296","7,655","9,625","9,096","9,693","8,126","10,317","8,712","9,797","9,633","15,166","14,628","20,223","21,479","7,143","16,258","5,943","9,929","4,971","8,584","3,348","8,449","1,086","5,051",129,"1,473",0,0,0,0,0,0
Feb-23,3호선,342,오금,37,2,"3,519",8,"7,384","2,242","23,300","5,034","28,523","13,004","14,492","5,720","8,939","4,570","7,561","4,313","8,295","5,490","7,845","6,250","6,737","5,764","6,591","7,745","7,682","8,835","10,937","12,997","12,011","19,639","4,682","14,368","3,467","9,815","2,856","8,771","2,347","10,533",702,"5,604",95,"2,120",1,1,1,1,0,0
Feb-23,4호선,409,당고개,45,2,"7,546",35,"13,702","4,104","35,867","4,558","32,831","9,243","20,469","9,557","15,349","9,024","13,912","8,228","14,492","9,229","14,207","9,707","12,948","10,252","11,942","12,257","12,228","15,034","12,142","17,664","11,868","24,537","6,772","24,183","4,913","15,657","4,078","14,011","2,713","13,195","1,201","9,253",257,"3,439",0,374,0,0,0,0
Feb-23,4호선,410,상계,27,0,"12,501",302,"33,464","6,467","77,857","9,591","68,124","18,780","40,231","15,915","30,044","14,533","26,748","14,845","28,668","18,998","26,319","20,360","23,082","21,648","22,399","25,033","24,089","31,701","24,646","39,446","22,240","61,432","14,455","57,362","10,807","34,291","10,279","30,632","10,548","28,755","3,196","19,334",462,"5,240",2,501,0,0,0,0
Feb-23,4호선,411,노원,201,0,"10,673",610,"21,101","6,632","45,879","9,798","49,585","26,238","29,584","29,275","24,619","23,001","24,139","22,798","28,592","27,059","27,521","31,429","27,380","30,785","28,182","32,705","30,963","39,856","32,407","50,928","32,707","78,489","23,722","62,857","24,469","35,480","23,911","30,917","21,640","26,916","10,985","18,160","2,189","6,277",3,746,0,0,0,0
Feb-23,4호선,412,창동,"1,755",25,"14,146","2,548","34,322","11,447","76,145","15,927","72,160","34,631","46,750","28,911","38,703","26,790","36,711","27,040","39,210","32,437","37,836","37,375","34,985","41,384","37,488","44,578","42,108","49,166","43,802","59,531","45,210","85,064","24,896","73,166","19,178","44,070","17,282","38,602","13,710","35,839","6,554","22,130","1,214","8,240",1,99,0,0,0,0
Feb-23,4호선,413,쌍문,206,23,"21,053",950,"46,757","7,953","112,245","12,108","118,388","24,785","71,640","20,133","49,893","18,928","43,538","20,585","45,087","24,206","39,753","26,991","35,529","29,421","32,228","38,583","33,874","48,699","34,312","63,122","32,704","99,757","20,616","93,398","15,253","56,774","12,441","50,356","9,486","47,772","4,588","30,309",587,"9,178",0,5,0,0,0,0
Feb-23,4호선,414,수유(강북구청),80,4,"19,055","2,781","43,201","10,228","100,869","17,690","112,930","50,645","71,390","37,102","51,424","28,847","48,173","30,884","50,909","33,908","49,982","39,051","46,766","41,586","46,089","49,761","49,204","62,507","52,532","78,038","60,146","119,255","35,253","107,985","26,820","65,168","24,339","56,991","19,883","52,753","11,553","35,436","2,044","9,033",0,0,0,0,0,0
Feb-23,4호선,415,미아(서울사이버대학),58,3,"10,031","1,885","18,478","5,811","40,852","11,011","46,941","28,647","31,484","18,917","22,689","14,652","21,559","15,062","23,393","15,489","23,588","18,083","21,240","19,013","20,311","23,435","23,134","26,401","24,233","32,076","27,131","43,007","15,607","37,117","10,068","22,444","8,026","19,790","6,928","17,912","2,614","11,890",377,"3,373",0,0,0,0,0,0
Feb-23,4호선,416,미아사거리,61,0,"14,102","2,041","33,230","7,355","82,193","13,405","89,806","28,872","57,584","28,637","41,297","25,399","38,235","27,305","40,206","31,326","40,750","32,760","39,117","36,601","39,262","44,039","41,068","52,204","39,310","65,559","40,780","96,816","29,384","77,613","28,197","45,472","17,311","41,785","13,469","37,004","6,542","20,959","1,090","5,647",0,0,0,0,0,0
Feb-23,4호선,417,길음,16,2,"8,974","1,734","29,398","7,014","78,825","10,274","79,823","24,115","46,503","19,088","32,712","16,741","28,593","17,995","30,640","22,037","28,708","25,311","25,674","24,454","26,197","28,300","29,199","34,706","31,860","46,511","29,058","74,328","16,371","61,487","12,275","37,447","10,039","34,620","9,633","33,110","3,223","19,841",487,"5,798",0,0,0,0,0,0
Feb-23,4호선,418,성신여대입구(돈암),17,4,"5,290","1,463","16,562","6,496","40,340","12,302","48,186","28,747","32,155","24,066","25,643","20,886","25,733","20,909","29,772","25,003","30,693","27,829","29,167","26,952","31,096","29,556","34,382","34,672","38,944","45,294","42,182","63,878","26,667","50,511","24,012","31,241","26,116","28,720","23,703","26,129","10,954","16,815","1,777","5,677",1,1,0,0,0,0
Feb-23,4호선,419,한성대입구(삼선교),26,1,"5,777",946,"11,106","5,668","26,319","12,317","33,689","23,498","23,108","21,887","18,360","16,833","17,878","15,691","20,479","16,415","20,909","17,069","20,062","16,483","20,413","18,972","25,468","20,954","27,151","25,290","27,423","33,171","14,946","27,120","12,469","18,221","11,336","16,887","8,196","16,190","3,767","10,497",541,"4,780",2,"1,580",0,0,0,0
Feb-23,4호선,420,혜화,16,0,"2,896","2,052","6,947","20,282","15,189","42,380","19,238","107,440","22,796","77,160","29,733","63,901","34,758","61,275","36,942","76,406","40,602","93,211","52,554","80,223","72,182","62,639","88,121","59,652","105,504","68,612","117,152","74,827","72,556","54,334","71,416","19,581","93,424","17,684","91,174","15,127","29,421","9,455","3,671","2,893",0,412,0,0,0,0
Feb-23,4호선,421,동대문,238,6,"4,263","2,076","2,463","12,097","4,238","30,039","5,891","65,417","10,194","58,880","15,878","52,546","21,640","50,454","28,023","44,179","33,686","41,235","42,718","38,928","51,165","31,835","60,044","23,964","81,543","19,005","60,211","16,385","31,172","16,758","22,943","11,605","23,315","7,626","13,738","5,454","5,811","5,016",757,"1,155",2,87,0,0,0,0
Feb-23,4호선,422,동대문역사문화공원(DDP),336,8,"5,155","1,438","3,865","11,753","6,463","24,846","9,687","62,162","11,837","35,172","13,490","25,049","16,446","24,539","18,985","23,607","21,159","24,219","25,919","23,076","31,592","20,542","37,713","19,060","54,577","20,631","74,681","22,290","38,628","22,939","29,100","14,227","27,716","11,951","21,555","9,835","10,783","6,121","1,793","1,995",0,32,0,0,0,0
Feb-23,4호선,423,충무로,64,2,"2,896","3,014","4,068","19,410","8,427","51,270","14,448","156,763","15,770","90,710","17,173","47,185","21,275","40,776","24,259","37,749","29,207","38,137","34,691","31,936","41,132","29,030","50,777","30,150","81,748","34,669","137,458","40,747","62,716","23,449","45,238","13,428","45,454","12,073","35,111","10,616","18,158","7,143","3,180","2,362",2,72,0,1,0,0
Feb-23,4호선,424,명동,21,3,"1,213",854,"2,842","14,283","5,065","41,754","9,853","102,815","18,113","69,287","23,810","47,853","28,646","49,678","30,827","52,885","34,206","52,855","39,388","48,969","50,642","46,347","59,194","46,163","78,078","47,863","118,318","45,682","63,795","33,243","54,007","22,481","48,030","17,315","35,742","13,094","12,855","7,508",938,"2,325",1,111,0,0,0,0
Feb-23,4호선,425,회현(남대문시장),11,0,"1,298",621,"2,629","17,319","4,164","49,103","6,927","131,205","9,000","94,017","13,390","67,249","23,030","67,364","32,053","57,092","41,979","49,904","54,250","46,475","66,162","37,184","79,825","27,103","97,179","20,954","122,443","17,818","50,500","9,688","42,653","5,195","19,346","4,611","11,582","3,747","4,162","2,282",527,817,0,53,0,0,0,0
Feb-23,4호선,426,서울역,188,5,"4,094",758,"5,577","13,847","11,049","36,241","14,090","81,029","12,208","50,599","11,439","27,496","12,936","26,365","14,327","31,594","13,441","30,331","14,115","28,938","15,150","31,556","20,627","34,418","42,002","40,030","59,205","40,241","23,144","31,341","15,283","21,460","13,060","18,784","9,700","15,807","4,572","8,183",515,"2,663",0,221,0,0,0,0
Feb-23,4호선,427,숙대입구(갈월),8,2,"2,513",570,"6,883","6,158","15,998","18,154","24,072","44,766","18,260","25,277","15,070","17,413","15,471","16,037","18,634","16,949","18,216","17,099","18,967","17,014","19,637","18,147","24,785","20,811","35,574","28,228","46,102","36,921","21,994","24,146","19,723","14,822","19,419","13,033","16,985","12,057","8,939","7,486","1,111","1,946",0,0,0,1,0,0
